CustomerID,Amount,Frequency,Recency,R,F,M,RFM_Segment,RFM_Score,Robust RFM Level
13799.0,668.16,39,116,1,2,2,122,5,Bronze
13800.0,548.52,33,309,1,2,2,122,5,Bronze
13801.0,324.8,23,66,2,1,1,211,4,Bronze
13802.0,1976.8700000000003,66,137,1,2,3,123,6,Silver
13803.0,277.07,17,254,1,1,1,111,3,Bronze
13804.0,2511.13,135,30,2,3,3,233,8,Gold
13805.0,465.96000000000004,13,51,2,1,2,212,5,Bronze
13806.0,229.38000000000002,10,63,2,1,1,211,4,Bronze
13807.0,112.6,7,366,1,1,1,111,3,Bronze
13808.0,1522.16,76,5,3,3,3,333,9,Gold
13809.0,155.05,12,304,1,1,1,111,3,Bronze
13810.0,828.1600000000001,36,28,2,2,2,222,6,Silver
13811.0,532.8000000000001,14,183,1,1,2,112,4,Bronze
13812.0,539.0,36,41,2,2,2,222,6,Silver
13813.0,1320.91,71,39,2,2,3,223,7,Silver
13814.0,1333.6200000000001,58,55,2,2,3,223,7,Silver
13815.0,3579.63,177,21,3,3,3,333,9,Gold
13816.0,556.45,33,23,3,2,2,322,7,Silver
13817.0,382.98,24,28,2,1,2,212,5,Bronze
13819.0,1003.1500000000001,36,301,1,2,3,123,6,Silver
13821.0,385.64,59,144,1,2,2,122,5,Bronze
13822.0,546.5,96,5,3,3,2,332,8,Gold
13823.0,788.4000000000001,40,18,3,2,2,322,7,Silver
13824.0,1197.74,46,32,2,2,3,223,7,Silver
13826.0,204.35,12,157,1,1,1,111,3,Bronze
13827.0,409.8,92,57,2,3,2,232,7,Silver
13828.0,209.49,15,21,3,1,1,311,5,Bronze
13829.0,38.400000000000006,1,358,1,1,1,111,3,Bronze
13831.0,1140.95,72,15,3,2,3,323,8,Gold
13832.0,63.449999999999996,4,17,3,1,1,311,5,Bronze
13833.0,383.85,28,158,1,2,2,122,5,Bronze
13835.0,834.57,55,24,2,2,2,222,6,Silver
13837.0,259.99,18,211,1,1,1,111,3,Bronze
13838.0,674.82,165,5,3,3,2,332,8,Gold
13841.0,38.400000000000006,1,252,1,1,1,111,3,Bronze
13842.0,3360.62,206,58,2,3,3,233,8,Gold
13844.0,361.62,20,10,3,1,2,312,6,Silver
13845.0,242.78000000000003,9,64,2,1,1,211,4,Bronze
13846.0,882.51,58,24,2,2,2,222,6,Silver
13848.0,192.00000000000003,5,91,1,1,1,111,3,Bronze
13849.0,1536.75,101,51,2,3,3,233,8,Gold
13850.0,1604.15,94,87,2,3,3,233,8,Gold
13851.0,1584.54,81,95,1,3,3,133,7,Silver
13853.0,759.5600000000001,24,8,3,1,2,312,6,Silver
13854.0,3500.2500000000005,114,8,3,3,3,333,9,Gold
13856.0,291.2,17,168,1,1,1,111,3,Bronze
13858.0,216.17,11,56,2,1,1,211,4,Bronze
13859.0,201.16,28,325,1,2,1,121,4,Bronze
13860.0,1251.8,77,0,3,3,3,333,9,Gold
13862.0,2218.21,142,17,3,3,3,333,9,Gold
13863.0,312.0,22,244,1,1,1,111,3,Bronze
13865.0,501.56,30,57,2,2,2,222,6,Silver
13866.0,145.67000000000002,7,73,2,1,1,211,4,Bronze
13867.0,979.89,60,30,2,2,2,222,6,Silver
13868.0,536.64,33,6,3,2,2,322,7,Silver
13869.0,3083.65,304,122,1,3,3,133,7,Silver
13870.0,2169.63,118,1,3,3,3,333,9,Gold
13871.0,6229.900000000001,338,22,3,3,3,333,9,Gold
13873.0,397.5,24,119,1,1,2,112,4,Bronze
13874.0,356.90000000000003,18,357,1,1,2,112,4,Bronze
13875.0,1645.79,104,53,2,3,3,233,8,Gold
13876.0,122.7,7,63,2,1,1,211,4,Bronze
13877.0,86.04,3,85,2,1,1,211,4,Bronze
13878.0,1006.3000000000001,35,54,2,2,3,223,7,Silver
13880.0,3156.42,165,20,3,3,3,333,9,Gold
13881.0,6065.280000000001,180,3,3,3,3,333,9,Gold
13882.0,1196.48,66,2,3,2,3,323,8,Gold
13883.0,2784.81,155,0,3,3,3,333,9,Gold
13884.0,763.0,60,6,3,2,2,322,7,Silver
13885.0,494.2,28,188,1,2,2,122,5,Bronze
13886.0,243.56,16,70,2,1,1,211,4,Bronze
13887.0,349.55,19,203,1,1,2,112,4,Bronze
13888.0,595.67,39,119,1,2,2,122,5,Bronze
13889.0,380.90000000000003,15,92,1,1,2,112,4,Bronze
13890.0,1905.56,114,0,3,3,3,333,9,Gold
13892.0,510.93,27,26,2,2,2,222,6,Silver
13893.0,479.50000000000006,21,297,1,1,2,112,4,Bronze
13894.0,548.75,30,21,3,2,2,322,7,Silver
13895.0,2325.67,119,20,3,3,3,333,9,Gold
13897.0,296.46,17,49,2,1,1,211,4,Bronze
13898.0,155.93,12,325,1,1,1,111,3,Bronze
13899.0,374.72,19,15,3,1,2,312,6,Silver
13900.0,677.35,43,182,1,2,2,122,5,Bronze
13901.0,2823.4300000000003,149,71,2,3,3,233,8,Gold
13904.0,332.64,26,36,2,2,1,221,5,Bronze
13908.0,2206.89,126,79,2,3,3,233,8,Gold
13911.0,2390.51,148,56,2,3,3,233,8,Gold
13914.0,610.45,34,3,3,2,2,322,7,Silver
13917.0,272.04,18,49,2,1,1,211,4,Bronze
13918.0,768.0,30,49,2,2,2,222,6,Silver
13919.0,419.46,33,52,2,2,2,222,6,Silver
13922.0,170.85,7,351,1,1,1,111,3,Bronze
13923.0,351.13,20,53,2,1,2,212,5,Bronze
13924.0,1995.6200000000001,137,1,3,3,3,333,9,Gold
13925.0,739.85,45,35,2,2,2,222,6,Silver
13926.0,222.3,11,22,3,1,1,311,5,Bronze
13927.0,345.79,21,74,2,1,2,212,5,Bronze
13928.0,464.57,27,10,3,2,2,322,7,Silver
13929.0,334.05000000000007,10,168,1,1,2,112,4,Bronze
13930.0,336.14,17,57,2,1,2,212,5,Bronze
13931.0,1025.3700000000001,59,85,2,2,3,223,7,Silver
13932.0,307.4,16,294,1,1,1,111,3,Bronze
13933.0,554.7900000000001,23,108,1,1,2,112,4,Bronze
13934.0,762.9,31,263,1,2,2,122,5,Bronze
13936.0,391.88,27,170,1,2,2,122,5,Bronze
13937.0,158.85,9,168,1,1,1,111,3,Bronze
13938.0,71.66,7,34,2,1,1,211,4,Bronze
13939.0,580.35,46,22,3,2,2,322,7,Silver
13940.0,837.94,49,16,3,2,2,322,7,Silver
13941.0,1601.4000000000003,47,21,3,2,3,323,8,Gold
13946.0,256.05,11,78,2,1,1,211,4,Bronze
13947.0,90.6,5,64,2,1,1,211,4,Bronze
13948.0,93.60000000000001,3,360,1,1,1,111,3,Bronze
13949.0,2263.01,160,2,3,3,3,333,9,Gold
13950.0,688.9,36,10,3,2,2,322,7,Silver
13951.0,674.45,39,175,1,2,2,122,5,Bronze
13952.0,3111.501,138,210,1,3,3,133,7,Silver
13953.0,528.08,20,6,3,1,2,312,6,Silver
13954.0,501.25,30,1,3,2,2,322,7,Silver
13955.0,310.36,33,153,1,2,1,121,4,Bronze
13956.0,1008.66,147,4,3,3,3,333,9,Gold
13958.0,102.45,5,371,1,1,1,111,3,Bronze
13959.0,589.94,90,78,2,3,2,232,7,Silver
13960.0,197.82,12,20,3,1,1,311,5,Bronze
13962.0,169.55,11,21,3,1,1,311,5,Bronze
13963.0,641.54,35,307,1,2,2,122,5,Bronze
13967.0,74.10000000000001,2,145,1,1,1,111,3,Bronze
13969.0,7677.650000000001,626,6,3,3,3,333,9,Gold
13971.0,2792.34,158,8,3,3,3,333,9,Gold
13972.0,190.25,15,70,2,1,1,211,4,Bronze
13973.0,234.5,11,286,1,1,1,111,3,Bronze
13974.0,413.59000000000003,28,48,2,2,2,222,6,Silver
13975.0,2453.18,331,30,2,3,3,233,8,Gold
13976.0,263.42,10,206,1,1,1,111,3,Bronze
13978.0,194.63,15,14,3,1,1,311,5,Bronze
13979.0,869.87,54,72,2,2,2,222,6,Silver
13980.0,189.94,11,59,2,1,1,211,4,Bronze
13982.0,1685.1100000000001,115,38,2,3,3,233,8,Gold
13983.0,1669.76,112,29,2,3,3,233,8,Gold
13984.0,431.63000000000005,17,26,2,1,2,212,5,Bronze
13985.0,7009.22,351,3,3,3,3,333,9,Gold
13986.0,277.62,13,16,3,1,1,311,5,Bronze
13988.0,4060.4,239,19,3,3,3,333,9,Gold
13989.0,870.1600000000001,41,65,2,2,2,222,6,Silver
13990.0,311.3,16,212,1,1,1,111,3,Bronze
13991.0,857.02,84,11,3,3,2,332,8,Gold
13992.0,76.8,5,29,2,1,1,211,4,Bronze
13993.0,2772.1600000000003,125,31,2,3,3,233,8,Gold
13994.0,2261.84,148,3,3,3,3,333,9,Gold
13995.0,1403.89,87,14,3,3,3,333,9,Gold
13999.0,3732.7400000000002,212,9,3,3,3,333,9,Gold
14000.0,492.15000000000003,16,205,1,1,2,112,4,Bronze
14001.0,1115.15,40,45,2,2,3,223,7,Silver
14002.0,529.73,47,133,1,2,2,122,5,Bronze
14004.0,4099.7,171,42,2,3,3,233,8,Gold
14005.0,1872.3200000000002,84,9,3,3,3,333,9,Gold
14006.0,673.15,30,115,1,2,2,122,5,Bronze
14009.0,705.29,44,197,1,2,2,122,5,Bronze
14012.0,327.6,11,277,1,1,1,111,3,Bronze
14013.0,471.82,34,109,1,2,2,122,5,Bronze
14014.0,505.18,39,76,2,2,2,222,6,Silver
14015.0,612.3000000000001,20,52,2,1,2,212,5,Bronze
14016.0,3287.88,162,153,1,3,3,133,7,Silver
14019.0,1253.86,68,46,2,2,3,223,7,Silver
14020.0,641.6,39,16,3,2,2,322,7,Silver
14021.0,517.7,22,154,1,1,2,112,4,Bronze
14022.0,440.0,28,224,1,2,2,122,5,Bronze
14023.0,577.92,31,6,3,2,2,322,7,Silver
14024.0,327.7,16,121,1,1,1,111,3,Bronze
14027.0,104.82,6,60,2,1,1,211,4,Bronze
14029.0,383.46000000000004,15,62,2,1,2,212,5,Bronze
14030.0,1951.24,242,17,3,3,3,333,9,Gold
14031.0,7068.2300000000005,258,6,3,3,3,333,9,Gold
14032.0,2674.3,152,1,3,3,3,333,9,Gold
14034.0,680.49,89,21,3,3,2,332,8,Gold
14035.0,1211.4,66,28,2,2,3,223,7,Silver
14036.0,626.65,38,284,1,2,2,122,5,Bronze
14037.0,147.20000000000002,28,175,1,2,1,121,4,Bronze
14038.0,1565.08,93,77,2,3,3,233,8,Gold
14039.0,121.0,6,32,2,1,1,211,4,Bronze
14040.0,3206.9500000000003,235,40,2,3,3,233,8,Gold
14041.0,139.91,21,265,1,1,1,111,3,Bronze
14044.0,634.87,206,26,2,3,2,232,7,Silver
14045.0,230.40000000000003,6,108,1,1,1,111,3,Bronze
14046.0,153.07,14,283,1,1,1,111,3,Bronze
14047.0,805.1700000000001,34,8,3,2,2,322,7,Silver
14048.0,444.73,88,276,1,3,2,132,6,Silver
14049.0,5266.1900000000005,495,16,3,3,3,333,9,Gold
14050.0,746.36,54,31,2,2,2,222,6,Silver
14051.0,7171.240000000001,215,0,3,3,3,333,9,Gold
14052.0,225.36,56,19,3,2,1,321,6,Silver
14053.0,118.55000000000001,4,123,1,1,1,111,3,Bronze
14054.0,92.46,6,64,2,1,1,211,4,Bronze
14055.0,281.64000000000004,10,105,1,1,1,111,3,Bronze
14056.0,8130.6,1110,0,3,3,3,333,9,Gold
14057.0,5171.93,290,23,3,3,3,333,9,Gold
14059.0,171.0,8,266,1,1,1,111,3,Bronze
14060.0,4368.58,203,4,3,3,3,333,9,Gold
14062.0,3668.6100000000006,111,9,3,3,3,333,9,Gold
14064.0,1002.24,79,28,2,3,3,233,8,Gold
14066.0,152.55,7,266,1,1,1,111,3,Bronze
14067.0,374.7,52,63,2,2,2,222,6,Silver
14068.0,263.75,24,319,1,1,1,111,3,Bronze
14071.0,1564.66,332,3,3,3,3,333,9,Gold
14073.0,162.54,14,20,3,1,1,311,5,Bronze
14075.0,877.28,43,4,3,2,2,322,7,Silver
14076.0,118.67,44,128,1,2,1,121,4,Bronze
14077.0,442.90000000000003,42,40,2,2,2,222,6,Silver
14078.0,647.82,65,101,1,2,2,122,5,Bronze
14079.0,225.7,12,124,1,1,1,111,3,Bronze
14080.0,45.599999999999994,4,32,2,1,1,211,4,Bronze
14081.0,951.47,153,266,1,3,2,132,6,Silver
14082.0,182.25,29,364,1,2,1,121,4,Bronze
14083.0,1002.9,177,3,3,3,3,333,9,Gold
14085.0,4394.64,449,1,3,3,3,333,9,Gold
14087.0,204.22,69,2,3,2,1,321,6,Silver
14088.0,20754.820000000003,590,9,3,3,3,333,9,Gold
14089.0,158.75,13,56,2,1,1,211,4,Bronze
14090.0,38.400000000000006,1,324,1,1,1,111,3,Bronze
14092.0,3967.57,217,7,3,3,3,333,9,Gold
14093.0,433.86,100,11,3,3,2,332,8,Gold
14096.0,49212.44,5128,3,3,3,3,333,9,Gold
14098.0,124.55000000000001,21,36,2,1,1,211,4,Bronze
14099.0,2951.29,252,15,3,3,3,333,9,Gold
14100.0,191.95000000000002,25,137,1,2,1,121,4,Bronze
14101.0,1256.9500000000003,35,73,2,2,3,223,7,Silver
14102.0,980.73,63,4,3,2,2,322,7,Silver
14104.0,169.61,21,154,1,1,1,111,3,Bronze
14105.0,1240.42,76,84,2,3,3,233,8,Gold
14107.0,2556.4300000000003,124,51,2,3,3,233,8,Gold
14108.0,580.66,35,30,2,2,2,222,6,Silver
14109.0,208.2,14,22,3,1,1,311,5,Bronze
14110.0,3354.3700000000003,156,3,3,3,3,333,9,Gold
14111.0,312.95000000000005,11,13,3,1,1,311,5,Bronze
14112.0,2987.73,173,22,3,3,3,333,9,Gold
14113.0,891.12,40,3,3,2,2,322,7,Silver
14114.0,335.23,15,273,1,1,2,112,4,Bronze
14116.0,1320.46,72,19,3,2,3,323,8,Gold
14117.0,90.0,3,143,1,1,1,111,3,Bronze
14119.0,19.9,1,353,1,1,1,111,3,Bronze
14121.0,2734.14,161,3,3,3,3,333,9,Gold
14124.0,163.28000000000003,5,83,2,1,1,211,4,Bronze
14125.0,2710.03,166,10,3,3,3,333,9,Gold
14126.0,405.35,16,7,3,1,2,312,6,Silver
14127.0,709.71,44,122,1,2,2,122,5,Bronze
14128.0,637.5,46,60,2,2,2,222,6,Silver
14129.0,1116.66,52,1,3,2,3,323,8,Gold
14130.0,478.51,66,318,1,2,2,122,5,Bronze
14132.0,3397.69,201,1,3,3,3,333,9,Gold
14133.0,619.74,30,129,1,2,2,122,5,Bronze
14135.0,3187.4,134,1,3,3,3,333,9,Gold
14138.0,892.6800000000001,46,1,3,2,2,322,7,Silver
14139.0,393.02,26,45,2,2,2,222,6,Silver
14140.0,950.05,67,3,3,2,2,322,7,Silver
14141.0,890.9300000000001,46,2,3,2,2,322,7,Silver
14142.0,311.81,22,372,1,1,1,111,3,Bronze
14143.0,115.8,7,133,1,1,1,111,3,Bronze
14145.0,460.80000000000007,12,46,2,1,2,212,5,Bronze
14146.0,4375.93,245,8,3,3,3,333,9,Gold
14147.0,183.60000000000002,6,48,2,1,1,211,4,Bronze
14148.0,68.10000000000001,3,233,1,1,1,111,3,Bronze
14149.0,633.81,40,212,1,2,2,122,5,Bronze
14150.0,483.28000000000003,26,35,2,2,2,222,6,Silver
14152.0,631.49,50,74,2,2,2,222,6,Silver
14154.0,1022.52,52,238,1,2,3,123,6,Silver
14155.0,118.75,6,265,1,1,1,111,3,Bronze
14156.0,35147.93,1415,9,3,3,3,333,9,Gold
14157.0,457.34000000000003,47,19,3,2,2,322,7,Silver
14158.0,507.66,41,39,2,2,2,222,6,Silver
14159.0,4632.46,1183,19,3,3,3,333,9,Gold
14161.0,1096.22,104,215,1,3,3,133,7,Silver
14162.0,286.96,25,173,1,2,1,121,4,Bronze
14163.0,1407.0100000000002,52,86,2,2,3,223,7,Silver
14164.0,835.2,29,70,2,2,2,222,6,Silver
14165.0,120.44,24,275,1,1,1,111,3,Bronze
14167.0,562.59,50,38,2,2,2,222,6,Silver
14171.0,363.79,58,97,1,2,2,122,5,Bronze
14173.0,351.04,29,10,3,2,2,322,7,Silver
14174.0,134.46,26,32,2,2,1,221,5,Bronze
14175.0,3185.29,164,50,2,3,3,233,8,Gold
14176.0,579.8000000000001,32,296,1,2,2,122,5,Bronze
14177.0,408.21000000000004,42,84,2,2,2,222,6,Silver
14178.0,1579.26,318,8,3,3,3,333,9,Gold
14179.0,701.57,157,40,2,3,2,232,7,Silver
14180.0,4579.57,248,10,3,3,3,333,9,Gold
14184.0,451.49,24,66,2,1,2,212,5,Bronze
14185.0,71.05000000000001,3,330,1,1,1,111,3,Bronze
14188.0,1928.0100000000002,71,8,3,2,3,323,8,Gold
14189.0,4509.96,277,1,3,3,3,333,9,Gold
14191.0,4495.09,263,1,3,3,3,333,9,Gold
14193.0,815.3900000000001,42,67,2,2,2,222,6,Silver
14194.0,10841.35,604,4,3,3,3,333,9,Gold
14195.0,307.20000000000005,8,201,1,1,1,111,3,Bronze
14196.0,167.52,6,106,1,1,1,111,3,Bronze
14198.0,736.9,44,3,3,2,2,322,7,Silver
14199.0,48.60000000000001,2,217,1,1,1,111,3,Bronze
14201.0,740.96,39,59,2,2,2,222,6,Silver
14204.0,150.61,39,1,3,2,1,321,6,Silver
14205.0,714.62,39,10,3,2,2,322,7,Silver
14206.0,348.06,21,238,1,1,2,112,4,Bronze
14208.0,151.74,10,94,1,1,1,111,3,Bronze
14209.0,1871.93,88,10,3,3,3,333,9,Gold
14210.0,1895.5900000000001,103,90,1,3,3,133,7,Silver
14211.0,2118.9,118,52,2,3,3,233,8,Gold
14212.0,345.6,9,89,2,1,2,212,5,Bronze
14213.0,192.00000000000003,5,371,1,1,1,111,3,Bronze
14214.0,1008.53,70,30,2,2,3,223,7,Silver
14215.0,1801.52,109,11,3,3,3,333,9,Gold
14216.0,1233.3500000000001,59,2,3,2,3,323,8,Gold
14217.0,1939.3200000000002,107,1,3,3,3,333,9,Gold
14218.0,169.48000000000002,12,42,2,1,1,211,4,Bronze
14219.0,89.94,7,3,3,1,1,311,5,Bronze
14220.0,505.97,21,246,1,1,2,112,4,Bronze
14221.0,3245.55,194,41,2,3,3,233,8,Gold
14222.0,678.37,41,176,1,2,2,122,5,Bronze
14223.0,1005.83,61,91,1,2,3,123,6,Silver
14224.0,955.58,113,109,1,3,2,132,6,Silver
14226.0,1552.8400000000001,72,28,2,2,3,223,7,Silver
14227.0,3315.61,183,25,2,3,3,233,8,Gold
14229.0,1015.5400000000001,43,51,2,2,3,223,7,Silver
14231.0,946.36,54,178,1,2,2,122,5,Bronze
14232.0,2022.51,118,31,2,3,3,233,8,Gold
14233.0,936.07,36,43,2,2,2,222,6,Silver
14234.0,747.52,147,21,3,3,2,332,8,Gold
14235.0,1995.0000000000002,80,9,3,3,3,333,9,Gold
14236.0,256.86,15,80,2,1,1,211,4,Bronze
14237.0,161.0,9,372,1,1,1,111,3,Bronze
14238.0,146.85,8,325,1,1,1,111,3,Bronze
14239.0,2335.85,116,42,2,3,3,233,8,Gold
14240.0,837.99,42,29,2,2,2,222,6,Silver
14241.0,185.70000000000002,10,183,1,1,1,111,3,Bronze
14242.0,280.55,16,234,1,1,1,111,3,Bronze
14243.0,2594.26,148,8,3,3,3,333,9,Gold
14245.0,1705.82,112,175,1,3,3,133,7,Silver
14246.0,1471.66,75,110,1,3,3,133,7,Silver
14247.0,136.76999999999998,20,277,1,1,1,111,3,Bronze
14248.0,136.98,8,317,1,1,1,111,3,Bronze
14250.0,1902.8500000000001,111,6,3,3,3,333,9,Gold
14251.0,1993.7400000000002,78,1,3,3,3,333,9,Gold
14256.0,989.86,54,253,1,2,2,122,5,Bronze
14257.0,2397.27,107,50,2,3,3,233,8,Gold
14258.0,4174.900000000001,112,8,3,3,3,333,9,Gold
14259.0,118.80000000000001,5,141,1,1,1,111,3,Bronze
14261.0,1093.09,52,50,2,2,3,223,7,Silver
14262.0,2496.61,143,7,3,3,3,333,9,Gold
14264.0,339.27000000000004,19,154,1,1,2,112,4,Bronze
14265.0,530.18,31,108,1,2,2,122,5,Bronze
14267.0,1542.39,66,150,1,2,3,123,6,Silver
14270.0,492.65000000000003,29,331,1,2,2,122,5,Bronze
14271.0,112.32,10,225,1,1,1,111,3,Bronze
14272.0,437.96,33,73,2,2,2,222,6,Silver
14273.0,556.77,29,50,2,2,2,222,6,Silver
14276.0,1203.99,75,87,2,3,3,233,8,Gold
14277.0,3958.36,225,14,3,3,3,333,9,Gold
14280.0,134.04,8,196,1,1,1,111,3,Bronze
14282.0,3105.54,154,2,3,3,3,333,9,Gold
14284.0,612.05,34,30,2,2,2,222,6,Silver
14285.0,831.5300000000001,27,20,3,2,2,322,7,Silver
14286.0,4463.63,285,23,3,3,3,333,9,Gold
14287.0,202.03,11,7,3,1,1,311,5,Bronze
14288.0,388.95000000000005,17,211,1,1,2,112,4,Bronze
14289.0,843.76,47,8,3,2,2,322,7,Silver
14290.0,1992.0400000000002,103,10,3,3,3,333,9,Gold
14291.0,3790.6,238,1,3,3,3,333,9,Gold
14292.0,2370.63,108,7,3,3,3,333,9,Gold
14293.0,1024.96,61,2,3,2,3,323,8,Gold
14295.0,153.70000000000002,7,39,2,1,1,211,4,Bronze
14297.0,1293.92,64,17,3,2,3,323,8,Gold
14298.0,39858.450000000004,1640,2,3,3,3,333,9,Gold
14299.0,3308.4100000000003,162,7,3,3,3,333,9,Gold
14300.0,43.2,3,18,3,1,1,311,5,Bronze
14301.0,436.50000000000006,16,107,1,1,2,112,4,Bronze
14304.0,560.5,27,222,1,2,2,122,5,Bronze
14305.0,1867.3600000000001,110,70,2,3,3,233,8,Gold
14306.0,990.6200000000001,35,50,2,2,2,222,6,Silver
14307.0,2956.67,180,88,2,3,3,233,8,Gold
14309.0,2129.15,123,7,3,3,3,333,9,Gold
14311.0,390.81,27,224,1,2,2,122,5,Bronze
14312.0,1581.59,87,46,2,3,3,233,8,Gold
14314.0,111.60000000000001,8,106,1,1,1,111,3,Bronze
14315.0,2368.28,104,20,3,3,3,333,9,Gold
14317.0,480.98,24,64,2,1,2,212,5,Bronze
14320.0,612.47,42,206,1,2,2,122,5,Bronze
14321.0,1485.75,123,10,3,3,3,333,9,Gold
14323.0,635.86,41,114,1,2,2,122,5,Bronze
14326.0,179.25,9,234,1,1,1,111,3,Bronze
14327.0,263.35,12,162,1,1,1,111,3,Bronze
14329.0,4948.5,268,8,3,3,3,333,9,Gold
14331.0,462.65999999999997,28,123,1,2,2,122,5,Bronze
14332.0,596.37,25,22,3,2,2,322,7,Silver
14333.0,392.15000000000003,19,63,2,1,2,212,5,Bronze
14334.0,2525.7599999999998,163,16,3,3,3,333,9,Gold
14335.0,454.86,60,15,3,2,2,322,7,Silver
14336.0,1599.1100000000001,90,16,3,3,3,333,9,Gold
14338.0,609.62,34,157,1,2,2,122,5,Bronze
14339.0,306.33,18,234,1,1,1,111,3,Bronze
14340.0,134.7,6,218,1,1,1,111,3,Bronze
14341.0,2132.96,129,44,2,3,3,233,8,Gold
14342.0,472.95000000000005,24,20,3,1,2,312,6,Silver
14344.0,833.1800000000001,71,126,1,2,2,122,5,Bronze
14345.0,107.78,6,38,2,1,1,211,4,Bronze
14346.0,974.98,60,120,1,2,2,122,5,Bronze
14348.0,348.67,18,259,1,1,2,112,4,Bronze
14349.0,133.5,31,9,3,2,1,321,6,Silver
14350.0,307.15999999999997,21,270,1,1,1,111,3,Bronze
14351.0,38.400000000000006,1,164,1,1,1,111,3,Bronze
14352.0,1038.1100000000001,47,156,1,2,3,123,6,Silver
14353.0,90.6,6,214,1,1,1,111,3,Bronze
14354.0,163.62,9,5,3,1,1,311,5,Bronze
14355.0,174.4,11,365,1,1,1,111,3,Bronze
14356.0,632.92,38,59,2,2,2,222,6,Silver
14357.0,225.12,40,42,2,2,1,221,5,Bronze
14359.0,941.78,58,18,3,2,2,322,7,Silver
14360.0,2047.73,117,31,2,3,3,233,8,Gold
14362.0,151.5,37,21,3,2,1,321,6,Silver
14364.0,1712.7,69,108,1,2,3,123,6,Silver
14367.0,8486.76,530,7,3,3,3,333,9,Gold
14368.0,155.0,8,319,1,1,1,111,3,Bronze
14371.0,99.3,4,294,1,1,1,111,3,Bronze
14373.0,76.55,4,357,1,1,1,111,3,Bronze
14375.0,235.56,66,184,1,2,1,121,4,Bronze
14377.0,352.85,11,190,1,1,2,112,4,Bronze
14379.0,348.1,46,43,2,2,2,222,6,Silver
14381.0,202.68,56,51,2,2,1,221,5,Bronze
14382.0,615.49,126,25,2,3,2,232,7,Silver
14383.0,1123.74,59,37,2,2,3,223,7,Silver
14385.0,202.11,14,8,3,1,1,311,5,Bronze
14386.0,142.4,7,296,1,1,1,111,3,Bronze
14387.0,1678.24,139,32,2,3,3,233,8,Gold
14388.0,3217.64,191,8,3,3,3,333,9,Gold
14389.0,983.2,62,8,3,2,2,322,7,Silver
14390.0,3996.06,289,9,3,3,3,333,9,Gold
14393.0,67.95,5,217,1,1,1,111,3,Bronze
14395.0,3508.16,351,1,3,3,3,333,9,Gold
14396.0,487.99,73,64,2,2,2,222,6,Silver
14397.0,2127.92,95,0,3,3,3,333,9,Gold
14400.0,494.18,26,140,1,2,2,122,5,Bronze
14401.0,3356.7200000000003,183,3,3,3,3,333,9,Gold
14403.0,613.0500000000001,26,129,1,2,2,122,5,Bronze
14404.0,1393.22,101,33,2,3,3,233,8,Gold
14406.0,156.75,8,118,1,1,1,111,3,Bronze
14407.0,1524.13,76,106,1,3,3,133,7,Silver
14408.0,2021.5100000000002,106,10,3,3,3,333,9,Gold
14409.0,1252.17,55,70,2,2,3,223,7,Silver
14410.0,1614.49,281,15,3,3,3,333,9,Gold
14411.0,537.6000000000001,14,310,1,1,2,112,4,Bronze
14412.0,734.13,45,34,2,2,2,222,6,Silver
14413.0,121.05,22,361,1,1,1,111,3,Bronze
14414.0,1471.67,98,91,1,3,3,133,7,Silver
14415.0,5911.84,601,0,3,3,3,333,9,Gold
14416.0,266.3,14,21,3,1,1,311,5,Bronze
14418.0,1807.3600000000001,124,3,3,3,3,333,9,Gold
14419.0,1051.79,202,10,3,3,3,333,9,Gold
14420.0,389.17,30,84,2,2,2,222,6,Silver
14421.0,584.1600000000001,27,56,2,2,2,222,6,Silver
14422.0,4167.74,222,0,3,3,3,333,9,Gold
14423.0,97.20000000000002,3,217,1,1,1,111,3,Bronze
14424.0,38.400000000000006,1,17,3,1,1,311,5,Bronze
14426.0,4348.1,264,18,3,3,3,333,9,Gold
14427.0,351.38,17,49,2,1,2,212,5,Bronze
14428.0,1194.68,141,6,3,3,3,333,9,Gold
14431.0,470.06000000000006,21,298,1,1,2,112,4,Bronze
14432.0,2169.5,377,9,3,3,3,333,9,Gold
14434.0,460.80000000000007,12,21,3,1,2,312,6,Silver
14436.0,89.06,9,98,1,1,1,111,3,Bronze
14437.0,101.4,6,142,1,1,1,111,3,Bronze
14438.0,131.9,9,305,1,1,1,111,3,Bronze
14439.0,1156.5000000000002,32,319,1,2,3,123,6,Silver
14440.0,1661.4800000000002,55,7,3,2,3,323,8,Gold
14441.0,1574.0900000000001,59,0,3,2,3,323,8,Gold
14442.0,1476.3200000000002,68,1,3,2,3,323,8,Gold
14443.0,1439.52,98,53,2,3,3,233,8,Gold
14446.0,1010.35,277,0,3,3,3,333,9,Gold
14447.0,1163.23,70,18,3,2,3,323,8,Gold
14448.0,176.15,20,8,3,1,1,311,5,Bronze
14449.0,885.8,250,18,3,3,2,332,8,Gold
14450.0,483.25,40,180,1,2,2,122,5,Bronze
14451.0,643.9,105,59,2,3,2,232,7,Silver
14452.0,259.05,60,10,3,2,1,321,6,Silver
14453.0,119.93,22,189,1,1,1,111,3,Bronze
14456.0,3032.05,954,4,3,3,3,333,9,Gold
14457.0,107.04,4,310,1,1,1,111,3,Bronze
14459.0,1193.2,37,154,1,2,3,123,6,Silver
